HSS_1000_150_10000_2017      r.kMagenta+1      HSS_1000_150_10000_2017      HSS(1000,150,10000)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-1000_MS-150_ctauS-10000_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072017/0000/      1      0
HSS_1000_150_1000_2017      r.kBlue+1      HSS_1000_150_1000_2017      HSS(1000,150,1000)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-1000_MS-150_ctauS-1000_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072027/0000/      1      0
HSS_1000_150_100_2017      r.kGreen+1      HSS_1000_150_100_2017      HSS(1000,150,100)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-1000_MS-150_ctauS-100_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072037/0000/      1      0
HSS_1000_150_10_2017      r.kOrange+1      HSS_1000_150_10_2017      HSS(1000,150,10)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-1000_MS-150_ctauS-10_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072048/0000/      1      0
HSS_1000_150_1_2017      r.kRed+1      HSS_1000_150_1_2017      HSS(1000,150,1)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-1000_MS-150_ctauS-1_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072058/0000/      1      0
HSS_125_30_10000_2017      r.kMagenta+1      HSS_125_30_10000_2017      HSS(125,30,10000)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-125_MS-30_ctauS-10000_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072108/0000/      1      0
HSS_125_30_1000_2017      r.kBlue+1      HSS_125_30_1000_2017      HSS(125,30,1000)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-125_MS-30_ctauS-1000_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072118/0000/      1      0
HSS_125_30_100_2017      r.kGreen+1      HSS_125_30_100_2017      HSS(125,30,100)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-125_MS-30_ctauS-100_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072129/0000/      1      0
HSS_125_30_10_2017      r.kOrange+1      HSS_125_30_10_2017      HSS(125,30,10)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-125_MS-30_ctauS-10_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072139/0000/      1      0
HSS_125_30_1_2017      r.kRed+1      HSS_125_30_1_2017      HSS(125,30,1)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-125_MS-30_ctauS-1_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072149/0000/      1      0
HSS_400_50_10000_2017      r.kMagenta+1      HSS_400_50_10000_2017      HSS(400,50,10000)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-400_MS-50_ctauS-10000_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_071924/0000/      1      0
HSS_400_50_1000_2017      r.kBlue+1      HSS_400_50_1000_2017      HSS(400,50,1000)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-400_MS-50_ctauS-1000_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_071934/0000/      1      0
HSS_400_50_100_2017      r.kGreen+1      HSS_400_50_100_2017      HSS(400,50,100)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-400_MS-50_ctauS-100_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_071944/0000/      1      0
HSS_400_50_10_2017      r.kOrange+1      HSS_400_50_10_2017      HSS(400,50,10)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-400_MS-50_ctauS-10_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_071954/0000/      1      0
HSS_400_50_1_2017      r.kRed+1      HSS_400_50_1_2017      HSS(400,50,1)      /eos/user/f/fernance/Galapago/June2022/ggH_HToSSTo4l_MH-400_MS-50_ctauS-1_TuneCP5_13TeV-powheg-pythia8/NTuples-Galapago_2017/220610_072007/0000/      1      0
